N,Symbol,Series,Date,Prev Close,Open,High,Low,Last,Close,Average,Volume,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
138,CADILAHC,EQ,24-Jul-19,235.75,234.2,236.5,227,230.35,229.55,231.11,882090,203858557.1,16196,277530,31.46
139,CADILAHC,EQ,25-Jul-19,229.55,227.4,235.2,226.5,231,230.2,231.76,1460683,338534570.4,19734,389883,26.69
140,CADILAHC,EQ,26-Jul-19,230.2,231,234.9,228.15,234.5,234.15,232.24,608190,141243969.2,10920,116675,19.18
141,CADILAHC,EQ,29-Jul-19,234.15,238,238.3,225.8,226.6,227.3,230.15,2057154,473452277,23811,448265,21.79
142,CADILAHC,EQ,30-Jul-19,227.3,228.5,231.85,219,219.6,220.05,224.87,1289608,289993327.8,28626,336548,26.1
143,CADILAHC,EQ,31-Jul-19,220.05,218.6,229,216.3,228.5,227.8,223.31,1023859,228642313.8,15932,248597,24.28
144,CADILAHC,EQ,01-Aug-19,227.8,227.9,229.15,222,228.25,226.3,224.69,1508064,338840672.1,18333,647395,42.93
145,CADILAHC,EQ,02-Aug-19,226.3,225.25,230.3,220.15,225.9,225.3,224.35,1968062,441538822,25675,1040739,52.88
146,CADILAHC,EQ,05-Aug-19,225.3,223.7,226.9,218.85,223.45,223.6,223.04,954589,212907114.8,15906,243291,25.49
147,CADILAHC,EQ,06-Aug-19,223.6,223.45,227.45,221.55,225.5,226.25,225.59,1429265,322425961.3,21562,443437,31.03
148,CADILAHC,EQ,07-Aug-19,226.25,226,233.4,218.1,226.6,227.6,225.67,3802009,857991450.1,41228,1061612,27.92
149,CADILAHC,EQ,08-Aug-19,227.6,229,236,226.5,234,234.7,230.98,1979751,457292240.8,23022,556846,28.13
150,CADILAHC,EQ,09-Aug-19,234.7,236,236.1,223.15,232.3,230.35,231.62,2841321,658111056.2,22242,789841,27.8
151,CADILAHC,EQ,13-Aug-19,230.35,233.7,233.7,218.1,219.6,219.7,223.65,2444453,546694442.3,41695,1046605,42.82
152,CADILAHC,EQ,14-Aug-19,219.7,222.45,222.45,213.55,218.1,218,216.05,2059514,444964759.6,35080,932507,45.28
153,CADILAHC,EQ,16-Aug-19,218,218,219,214.75,216.95,217.75,217.07,1616550,350910780.1,27097,746542,46.18
154,CADILAHC,EQ,19-Aug-19,217.75,218.95,219.4,216.75,219.1,218.75,218.41,975033,212952703.9,10679,468457,48.05
155,CADILAHC,EQ,20-Aug-19,218.75,219.85,220,214.4,219.2,219.35,218.25,2018235,440483658,12332,1068961,52.97
156,CADILAHC,EQ,21-Aug-19,219.35,218.05,220.3,211.1,212.1,214.15,216.62,1043656,226076434.4,10835,350838,33.62
157,CADILAHC,EQ,22-Aug-19,214.15,210,217.3,206.5,212.65,213.85,212.14,2368701,502486532.4,35162,818948,34.57
158,CADILAHC,EQ,23-Aug-19,213.85,212.1,222.15,209.4,220.4,220.4,214.87,1607869,345478085.1,13060,424848,26.42
159,CADILAHC,EQ,26-Aug-19,220.4,222,223.65,214.8,220,219.45,218.51,1650360,360627458,16236,744188,45.09
160,CADILAHC,EQ,27-Aug-19,219.45,218,220.75,216.1,218,218.15,218.2,2015139,439711022.1,26490,991243,49.19
161,CADILAHC,EQ,28-Aug-19,218.15,218,224.7,216.55,221.65,223.25,219.51,2576820,565642094.9,20608,1509455,58.58
162,CADILAHC,EQ,29-Aug-19,223.25,221.9,222.55,216.95,219.7,219.8,220.31,1306042,287730311.3,12418,589765,45.16
163,CADILAHC,EQ,30-Aug-19,219.8,220.8,226.4,219,225.8,225.25,224.1,1195227,267855752.7,13450,387567,32.43
164,CADILAHC,EQ,03-Sep-19,225.25,224.8,230.85,223.05,229.2,228.95,228.05,2155289,491514426.2,33492,794617,36.87
165,CADILAHC,EQ,04-Sep-19,228.95,229.2,231.15,223.2,230.5,230.25,227.34,1614066,366937942.7,15253,544227,33.72
166,CADILAHC,EQ,05-Sep-19,230.25,232,237.7,231.05,236,236.05,234.85,1730107,406308508.6,19904,474772,27.44
167,CADILAHC,EQ,06-Sep-19,236.05,236,240.8,233.1,238.65,238.8,238.33,1675968,399435701,15904,610011,36.4
168,CADILAHC,EQ,09-Sep-19,238.8,235.65,240.25,234.55,236.45,236.3,237.59,1760792,418339772.3,16772,968721,55.02
169,CADILAHC,EQ,11-Sep-19,236.3,236.75,242.5,236.75,239,239.6,240.28,1464866,351972565.3,29481,703040,47.99
170,CADILAHC,EQ,12-Sep-19,239.6,241.5,243.8,236.9,239.4,239.35,238.95,1996765,477129636.9,14392,1142133,57.2
171,CADILAHC,EQ,13-Sep-19,239.35,240,242.75,235.65,241.2,241.9,240.2,1048816,251921000.1,12178,352010,33.56
172,CADILAHC,EQ,16-Sep-19,241.9,240.1,248,239.55,241.7,242.3,243.56,1348642,328472527.7,15491,289664,21.48
173,CADILAHC,EQ,17-Sep-19,242.3,242,243.35,237.1,238.5,238.95,240.19,1302061,312743994.3,9930,605870,46.53
174,CADILAHC,EQ,18-Sep-19,238.95,240,242.3,236.05,241.2,241.25,240.05,842491,202241082.1,12918,264208,31.36
175,CADILAHC,EQ,19-Sep-19,241.25,242,242.45,234.7,238.95,238.05,238.09,867107,206452911.4,9114,234363,27.03
176,CADILAHC,EQ,20-Sep-19,238.05,238,249.55,234.65,244.5,247.45,243.95,1626395,396759634.6,24184,641137,39.42
177,CADILAHC,EQ,23-Sep-19,247.45,250,253.75,242.2,244.15,247.6,247.48,1213827,300392865.5,18430,280872,23.14
178,CADILAHC,EQ,24-Sep-19,247.6,245,255.2,243.2,252.4,253.95,251.65,1790968,450703290.1,23078,440558,24.6
179,CADILAHC,EQ,25-Sep-19,253.95,251.15,252.5,245.65,248,249.1,248.94,1275169,317442878.7,29447,495583,38.86
180,CADILAHC,EQ,26-Sep-19,249.1,249.7,251.05,245.1,246,245.7,247.3,840873,207944580.6,19858,236098,28.08
181,CADILAHC,EQ,27-Sep-19,245.7,244.3,245.7,239.3,242.5,241.6,242.62,785934,190685797.8,13086,193841,24.66
182,CADILAHC,EQ,30-Sep-19,241.6,241,241.4,227.4,233.45,233.3,233.29,1502377,350490820.6,30132,513680,34.19
183,CADILAHC,EQ,01-Oct-19,233.3,236.5,236.9,227.75,233.3,234.15,233.42,1226745,286351291.6,31446,351416,28.65
184,CADILAHC,EQ,03-Oct-19,234.15,233,235.35,230.05,234,233.9,233.05,640323,149225710.6,9882,207455,32.4
185,CADILAHC,EQ,04-Oct-19,233.9,232.1,235.95,230.8,232.1,232.15,232.41,916159,212925731.7,9189,476710,52.03
186,CADILAHC,EQ,07-Oct-19,232.15,232.25,232.25,223.95,227.95,227.95,227.26,1530313,347774666.8,16456,622960,40.71
187,CADILAHC,EQ,09-Oct-19,227.95,226.1,238.9,225.65,237.8,236.55,233.53,661679,154524440.9,17000,140554,21.24
188,CADILAHC,EQ,10-Oct-19,236.55,235.4,236.7,231.5,232.25,232.2,233.7,458031,107043977.3,7491,117575,25.67
189,CADILAHC,EQ,11-Oct-19,232.2,232.2,232.7,228.2,230.55,230.1,230.1,725660,166975990.3,6710,181406,25
190,CADILAHC,EQ,14-Oct-19,230.1,232.55,235.2,229.35,233,232.7,232.64,1626104,378294096.1,17106,700061,43.05
191,CADILAHC,EQ,15-Oct-19,232.7,233,234.85,232.4,234,234.45,233.88,488532,114259016.5,6759,194575,39.83
192,CADILAHC,EQ,16-Oct-19,234.45,235,237.6,232.2,234.8,234.7,234.8,688266,161602119.4,11197,268396,39
193,CADILAHC,EQ,17-Oct-19,234.7,234.7,238.5,231.5,237.2,237.8,234.82,471432,110699796.2,13818,140083,29.71
194,CADILAHC,EQ,18-Oct-19,237.8,236.8,242.9,236.7,241.2,240.65,240.31,805730,193624311.1,18350,202714,25.16
195,CADILAHC,EQ,22-Oct-19,240.65,240.65,248.5,238.8,245,245.25,245.33,1079784,264901710.9,14078,385213,35.68
196,CADILAHC,EQ,23-Oct-19,245.25,246,249,243.25,246.75,247.85,247.04,626600,154797204.9,7221,241997,38.62
197,CADILAHC,EQ,24-Oct-19,247.85,245.9,250.35,243.5,244,244.5,247.88,893379,221454497.6,14176,360617,40.37
198,CADILAHC,EQ,25-Oct-19,244.5,244.5,248.4,240.7,243.5,244.7,245.21,923146,226365749.1,18560,310835,33.67
199,CADILAHC,EQ,27-Oct-19,244.7,244,247.6,243.1,245.45,246.05,245.6,166232,40825841,4590,28018,16.85
200,CADILAHC,EQ,29-Oct-19,246.05,246,251.3,244.75,250.2,250.05,248.46,615376,152894995.4,7851,122669,19.93
201,CADILAHC,EQ,30-Oct-19,250.05,250.2,251.9,246.6,249,250.05,249.38,591101,147410480.8,8626,224535,37.99
202,CADILAHC,EQ,31-Oct-19,250.05,250.05,261.7,249.3,251.7,251.75,254.05,1873896,476056644.6,22674,562600,30.02
203,CADILAHC,EQ,01-Nov-19,251.75,251.95,257.9,248.5,255,255.5,255.4,672164,171667636.7,10226,173359,25.79
204,CADILAHC,EQ,04-Nov-19,255.5,256.9,260.9,233.5,240.8,241.65,243.56,5231174,1274097134,62163,1203741,23.01
205,CADILAHC,EQ,05-Nov-19,241.65,241.5,244.5,238.5,239.4,239.6,241.52,1356790,327695818,17273,185556,13.68
206,CADILAHC,EQ,06-Nov-19,239.6,237.2,245.3,237.2,239.75,239.85,241.36,776113,187320630.1,10965,115533,14.89
207,CADILAHC,EQ,07-Nov-19,239.85,239.85,241.5,232.1,234.6,234.9,235.31,1413454,332597479.3,15387,523037,37
208,CADILAHC,EQ,08-Nov-19,234.9,234,238.15,231.5,232.8,232.4,235.12,771808,181469988.9,10249,173747,22.51
209,CADILAHC,EQ,11-Nov-19,232.4,232.95,234.8,229.5,230.75,230.45,231.87,753824,174789907.9,12478,266240,35.32
210,CADILAHC,EQ,13-Nov-19,230.45,231.85,232.55,223.15,225.5,224.75,227.44,1398413,318057199.1,19316,409491,29.28
211,CADILAHC,EQ,14-Nov-19,224.75,222.5,235.4,220,233.5,234.25,231.43,4373085,1012045765,38554,946781,21.65
212,CADILAHC,EQ,15-Nov-19,234.25,234.85,237.3,230.7,234.5,234.5,234.59,947260,222219857.8,11585,146491,15.46
213,CADILAHC,EQ,18-Nov-19,234.5,236.5,246.8,236.25,241.5,241.5,240.81,2865890,690125116.9,26518,877407,30.62
214,CADILAHC,EQ,19-Nov-19,241.5,242,246.95,239.25,243.9,243.7,242.87,1756950,426710674.8,29727,722653,41.13
215,CADILAHC,EQ,20-Nov-19,243.7,243.5,251.95,241.5,249.65,249.45,248.31,2580699,640819169.3,21156,1044884,40.49
216,CADILAHC,EQ,21-Nov-19,249.45,249,255.9,247.7,254.1,254.4,252.5,2441075,616379336.4,26253,714848,29.28
217,CADILAHC,EQ,22-Nov-19,254.4,254.35,256.35,247.55,251.8,251.1,252.44,1370223,345896160,14005,294950,21.53
218,CADILAHC,EQ,25-Nov-19,251.1,252.2,259.9,250.35,257,256.7,256.18,1580268,404832550.7,18961,389108,24.62
219,CADILAHC,EQ,26-Nov-19,256.7,256.95,259.8,253.5,255.8,255.8,256.57,1206312,309506939.9,16853,379422,31.45
220,CADILAHC,EQ,27-Nov-19,255.8,255.8,258.95,252.6,255.6,254.95,255.76,2109146,539424821.1,19062,1483147,70.32
221,CADILAHC,EQ,28-Nov-19,254.95,254.95,259.9,253.6,259.05,258.8,258.19,1533842,396022834.4,13157,511743,33.36
222,CADILAHC,EQ,29-Nov-19,258.8,259.05,265.6,252.05,253.85,254.15,258.3,2749988,710334333.8,24250,983987,35.78
223,CADILAHC,EQ,02-Dec-19,254.15,254,259.25,251.75,258,258.2,255.89,2786539,713038200.7,25360,1244042,44.64
224,CADILAHC,EQ,03-Dec-19,258.2,256.85,262.3,254.4,261,260.25,258.83,4703707,1217438919,29594,2555762,54.34
225,CADILAHC,EQ,04-Dec-19,260.25,260.05,264.1,258.4,262.7,263.45,261.49,3372985,881991720.9,21644,1549567,45.94
226,CADILAHC,EQ,05-Dec-19,263.45,263.7,264.6,256.2,257,257.65,260.32,893270,232535920,9857,255188,28.57
227,CADILAHC,EQ,06-Dec-19,257.65,258,260.95,253,255.3,255.3,256.35,1246246,319478709.5,16016,420139,33.71
228,CADILAHC,EQ,09-Dec-19,255.3,255.6,260.25,253.55,258.7,259.45,257.88,892750,230222984.3,6260,228573,25.6
229,CADILAHC,EQ,10-Dec-19,259.45,259.45,262.15,256.2,259.9,260.95,259.94,2659862,691396447.6,12261,894434,33.63
230,CADILAHC,EQ,11-Dec-19,260.95,260.9,265,257.8,260.65,262.4,262.52,3259167,855589552.3,28410,1010168,30.99
231,CADILAHC,EQ,12-Dec-19,262.4,263.7,267.5,262.55,263.3,264,264.7,2105658,557367111.3,20788,304386,14.46
232,CADILAHC,EQ,13-Dec-19,264,264,264,259,260.45,261,260.99,863943,225483461.9,7689,143450,16.6
233,CADILAHC,EQ,16-Dec-19,261,261.05,265.6,260.25,261.4,261.4,262.41,1268170,332786219.3,13056,144970,11.43
234,CADILAHC,EQ,17-Dec-19,261.4,261.5,262.5,258.15,258.75,259.35,259.99,731431,190162863.4,9233,147217,20.13
235,CADILAHC,EQ,18-Dec-19,259.35,260,261.35,257.3,258.75,258.9,259.11,747292,193628466.1,7491,190690,25.52
236,CADILAHC,EQ,19-Dec-19,258.9,259,263.35,258.65,261.45,261.7,261.51,629435,164603153.1,6945,128550,20.42
237,CADILAHC,EQ,20-Dec-19,261.7,261.7,268.2,260,266.2,266.15,265.65,2192975,582574752.2,22092,269345,12.28
