N,Symbol,Series,Date,Prev Close,Open,High,Low,Last,Close,Average,Volume,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
234,DRREDDY,EQ,14-Dec-18,2596.85,2595,2609.6,2568,2589.2,2591.7,2586.24,586360,1516469942,41165,118635,20.23
235,DRREDDY,EQ,17-Dec-18,2591.7,2604.7,2635,2600.2,2612.75,2613.15,2619.11,592403,1551567241,30023,203547,34.36
236,DRREDDY,EQ,18-Dec-18,2613.15,2601.8,2645,2582.15,2643.4,2639.3,2618.64,739253,1935838177,61766,274454,37.13
237,DRREDDY,EQ,19-Dec-18,2639.3,2645,2651,2584.65,2613,2613.75,2618.4,841239,2202700293,49598,265647,31.58
238,DRREDDY,EQ,20-Dec-18,2613.75,2607.7,2633.95,2592,2625.95,2628.45,2621.39,493086,1292570755,31665,156399,31.72
239,DRREDDY,EQ,21-Dec-18,2628.45,2609.4,2616.3,2578.1,2602.95,2608.05,2601.37,747959,1945715619,59654,284800,38.08
240,DRREDDY,EQ,24-Dec-18,2608.05,2610,2623.1,2578.2,2600,2599.8,2595.8,504639,1309940112,47992,129907,25.74
241,DRREDDY,EQ,26-Dec-18,2599.8,2598,2628,2575.2,2626,2622.3,2608.55,753624,1965862435,48338,177452,23.55
242,DRREDDY,EQ,27-Dec-18,2622.3,2641,2645,2581.35,2597,2587.45,2601.33,587578,1528485812,26942,147692,25.14
243,DRREDDY,EQ,28-Dec-18,2587.45,2605,2633,2601.1,2622.9,2621.9,2621.94,597700,1567130871,30062,193303,32.34
244,DRREDDY,EQ,31-Dec-18,2621.9,2634.7,2663.8,2610,2617,2616.5,2639.57,1026529,2709592780,43412,262770,25.6
245,DRREDDY,EQ,01-Jan-19,2616.5,2618.1,2634,2600,2608,2607.05,2615.73,338757,886095302.3,14470,68831,20.32
0,DRREDDY,EQ,02-Jan-19,2607.05,2606,2618,2575.05,2605.05,2601.05,2598.89,417551,1085167854,23048,151749,36.34
1,DRREDDY,EQ,03-Jan-19,2601.05,2605,2614.8,2564,2573,2577.35,2580.14,541891,1398155159,38525,248207,45.8
2,DRREDDY,EQ,04-Jan-19,2577.35,2580,2606,2562,2596.2,2600,2588.22,407397,1054431092,29388,157448,38.65
3,DRREDDY,EQ,07-Jan-19,2600,2613.85,2613.85,2537.3,2560,2558.65,2566.27,542415,1391980672,32378,144546,26.65
4,DRREDDY,EQ,08-Jan-19,2558.65,2561,2586.85,2551,2571.3,2570.5,2569.28,689498,1771512417,31706,261120,37.87
5,DRREDDY,EQ,09-Jan-19,2570.5,2580.9,2610.9,2580.9,2597.9,2603.1,2595.85,464336,1205346029,28282,164375,35.4
6,DRREDDY,EQ,10-Jan-19,2603.1,2598.1,2610,2583.15,2609.25,2600.4,2595.29,390414,1013238958,21434,192517,49.31
7,DRREDDY,EQ,11-Jan-19,2600.4,2610.8,2610.8,2580,2585.35,2588.15,2591.77,316787,821040207.4,19199,124237,39.22
8,DRREDDY,EQ,14-Jan-19,2588.15,2585.35,2605,2555,2574.25,2578.8,2580.93,394478,1018118691,33557,140981,35.74
9,DRREDDY,EQ,15-Jan-19,2578.8,2585,2604,2581.35,2601,2594.8,2593.83,357577,927494962.7,31809,155946,43.61
10,DRREDDY,EQ,16-Jan-19,2594.8,2580,2627.7,2575.3,2615.15,2616.95,2605.66,946148,2465338217,41517,330971,34.98
11,DRREDDY,EQ,17-Jan-19,2616.95,2620,2628.8,2600,2619.5,2619.15,2612.92,649802,1697880809,33739,352658,54.27
12,DRREDDY,EQ,18-Jan-19,2619.15,2605,2629.35,2594.5,2600,2596.8,2605.34,536273,1397175684,26318,274712,51.23
13,DRREDDY,EQ,21-Jan-19,2596.8,2605,2642,2581.8,2593.9,2599.8,2621.13,595064,1559742817,43260,189850,31.9
14,DRREDDY,EQ,22-Jan-19,2599.8,2599.1,2645,2589.95,2639.2,2640.3,2625.23,776066,2037352619,59467,394517,50.84
15,DRREDDY,EQ,23-Jan-19,2640.3,2639.85,2660,2630,2641.5,2646.75,2647.18,754526,1997365709,41722,323121,42.82
16,DRREDDY,EQ,24-Jan-19,2646.75,2642.05,2674.7,2642.05,2668.25,2668.45,2663.21,611565,1628728728,52031,261933,42.83
17,DRREDDY,EQ,25-Jan-19,2668.45,2670.5,2691,2645.5,2662,2672.4,2673.45,609282,1628882932,32973,347835,57.09
18,DRREDDY,EQ,28-Jan-19,2672.4,2671.9,2671.9,2597.05,2627.25,2624.75,2637.26,684994,1806510427,45191,352472,51.46
19,DRREDDY,EQ,29-Jan-19,2624.75,2616,2684,2603,2660,2666.45,2664.35,867696,2311845936,51985,434850,50.12
20,DRREDDY,EQ,30-Jan-19,2666.45,2655.05,2680,2637.45,2654.65,2665.4,2658.4,657014,1746604754,47687,303944,46.26
21,DRREDDY,EQ,31-Jan-19,2665.4,2665,2728.55,2651,2718.15,2720.8,2692.97,1231518,3316439591,72684,580880,47.17
22,DRREDDY,EQ,01-Feb-19,2720.8,2717.7,2819,2715.15,2811.05,2791.25,2759.72,1450995,4004339246,76667,462528,31.88
23,DRREDDY,EQ,04-Feb-19,2791.25,2807.9,2878,2715.25,2735.25,2735.2,2806.62,2149582,6033056426,99783,633547,29.47
24,DRREDDY,EQ,05-Feb-19,2735.2,2775.2,2859.85,2773,2817.05,2821.45,2810.73,1653331,4647071404,78972,301094,18.21
25,DRREDDY,EQ,06-Feb-19,2821.45,2816,2816,2761,2792,2789.7,2781.13,881795,2452389302,44911,274223,31.1
26,DRREDDY,EQ,07-Feb-19,2789.7,2791,2835,2791,2821.8,2821.8,2817.55,561804,1582913248,28363,118377,21.07
27,DRREDDY,EQ,08-Feb-19,2821.8,2818,2818,2751.65,2776.2,2769.7,2770.78,714193,1978870067,27135,235802,33.02
28,DRREDDY,EQ,11-Feb-19,2769.7,2660.1,2707.95,2559.35,2615,2615.35,2625.58,1895462,4976678912,102722,447358,23.6
29,DRREDDY,EQ,12-Feb-19,2615.35,2619,2676.45,2584,2663,2652.5,2632.82,1309324,3447217769,67209,317580,24.26
30,DRREDDY,EQ,13-Feb-19,2652.5,2665,2681.75,2632,2652.5,2648.7,2647.88,676457,1791174968,42602,239329,35.38
31,DRREDDY,EQ,14-Feb-19,2648.7,2648.7,2674.95,2616,2660,2667.25,2647.77,597409,1581801547,38745,238996,40.01
32,DRREDDY,EQ,15-Feb-19,2667.25,2660,2660,1872.95,2555.95,2563.35,2453.96,6756271,16579594361,354965,666933,9.87
33,DRREDDY,BL,18-Feb-19,1460,2563.35,2563.35,2563.35,2563.35,2563.35,2563.35,570529,1462465512,1,0,0
34,DRREDDY,EQ,18-Feb-19,2563.35,2650,2689.65,2545.05,2564.05,2565.55,2594.96,2687581,6974167521,137088,419266,15.6
35,DRREDDY,EQ,19-Feb-19,2565.55,2583.95,2610,2505.1,2537,2536.9,2547.16,2269798,5781532303,93327,493457,21.74
36,DRREDDY,EQ,20-Feb-19,2536.9,2574.9,2584,2508.55,2528,2525.15,2532.49,1559722,3949988141,79284,423214,27.13
37,DRREDDY,EQ,21-Feb-19,2525.15,2550,2606,2519.85,2604.05,2586.3,2547.36,1310397,3338049136,59922,456480,34.84
38,DRREDDY,EQ,22-Feb-19,2586.3,2584.75,2650,2555.7,2630,2639.5,2615.24,1378159,3604222550,59939,198897,14.43
39,DRREDDY,BL,25-Feb-19,2563.35,2639.5,2639.5,2639.5,2639.5,2639.5,2639.5,586236,1547369922,2,0,0
40,DRREDDY,EQ,25-Feb-19,2639.5,2640.25,2694.95,2622.8,2656,2666.9,2671.13,1275515,3407068136,60493,336680,26.4
41,DRREDDY,EQ,26-Feb-19,2666.9,2653.9,2659.9,2628.95,2641,2647.8,2646.73,1013114,2681434213,42155,411799,40.65
42,DRREDDY,EQ,27-Feb-19,2647.8,2664.5,2683,2630.05,2645.5,2646.9,2660.37,793098,2109931400,45839,261331,32.95
43,DRREDDY,EQ,28-Feb-19,2646.9,2669,2669,2615.25,2619,2631.65,2644.94,669759,1771474762,41838,279351,41.71
44,DRREDDY,EQ,01-Mar-19,2631.65,2638,2657.1,2580.05,2648,2646,2616.79,885795,2317939567,49859,219684,24.8
45,DRREDDY,EQ,05-Mar-19,2646,2635,2668.8,2604.6,2660,2654.1,2632.79,646711,1702656143,37878,107471,16.62
46,DRREDDY,EQ,06-Mar-19,2654.1,2660.6,2708.5,2656.65,2692.5,2693.65,2688.58,852395,2291730510,39494,287391,33.72
47,DRREDDY,EQ,07-Mar-19,2693.65,2690,2725.9,2668.9,2669.1,2680.75,2701.16,916759,2476308548,39663,374509,40.85
48,DRREDDY,EQ,08-Mar-19,2680.75,2668,2685.95,2606.5,2623,2615.05,2636.09,684806,1805207639,31680,252731,36.91
49,DRREDDY,EQ,11-Mar-19,2615.05,2628,2656,2611.05,2630,2626.15,2633.82,1113712,2933316354,36068,566235,50.84
50,DRREDDY,EQ,12-Mar-19,2626.15,2647,2676,2638,2663,2666.85,2660.08,544868,1449392017,30259,121601,22.32
51,DRREDDY,EQ,13-Mar-19,2666.85,2663,2710,2644.6,2655,2655.85,2685.16,704078,1890558573,43330,210866,29.95
52,DRREDDY,EQ,14-Mar-19,2655.85,2655.85,2670.9,2616,2647.95,2647.9,2637.62,483712,1275850651,37307,102324,21.15
53,DRREDDY,EQ,15-Mar-19,2647.9,2655.5,2693.75,2640.95,2657.95,2658.9,2665.32,1436054,3827537641,46009,958858,66.77
54,DRREDDY,EQ,18-Mar-19,2658.9,2658.4,2674.3,2643.15,2660,2669.45,2660.6,454563,1209409034,22546,163017,35.86
55,DRREDDY,EQ,19-Mar-19,2669.45,2670,2717.25,2669.45,2713,2708.7,2704.57,918056,2482949526,43837,363223,39.56
56,DRREDDY,EQ,20-Mar-19,2708.7,2709,2760,2709,2757.85,2751.65,2744.91,1151949,3162001436,58163,564745,49.03
57,DRREDDY,EQ,22-Mar-19,2751.65,2779,2779,2738.5,2749.25,2751.3,2755.1,685401,1888345631,42012,274406,40.04
58,DRREDDY,EQ,25-Mar-19,2751.3,2744.9,2798,2726.75,2766,2780.95,2775.47,1009863,2802847772,43327,359522,35.6
59,DRREDDY,EQ,26-Mar-19,2780.95,2791,2793.95,2762.5,2776.65,2782.35,2779.31,484102,1345468982,30991,150125,31.01
60,DRREDDY,EQ,27-Mar-19,2782.35,2781.05,2814,2744.1,2764,2765.05,2787.77,659032,1837231440,34571,241340,36.62
61,DRREDDY,EQ,28-Mar-19,2765.05,2774.7,2774.7,2708,2723,2717.2,2723.62,663559,1807282799,39918,214462,32.32
62,DRREDDY,EQ,29-Mar-19,2717.2,2739.7,2787.95,2733.2,2782,2780.25,2761.72,578347,1597232271,38492,169020,29.22
63,DRREDDY,EQ,01-Apr-19,2780.25,2798.95,2822.75,2782,2800,2794.8,2802.3,791811,2218888350,41556,305304,38.56
64,DRREDDY,EQ,02-Apr-19,2794.8,2804,2820,2780,2792,2798.75,2794.17,588391,1644066535,56964,307603,52.28
65,DRREDDY,EQ,03-Apr-19,2798.75,2808,2808.8,2758.45,2768.95,2765.2,2779.15,368516,1024159458,32686,137714,37.37
66,DRREDDY,EQ,04-Apr-19,2765.2,2772.75,2792.55,2753.5,2770,2771.35,2775.02,438496,1216836939,46123,226424,51.64
67,DRREDDY,EQ,05-Apr-19,2771.35,2775.8,2778,2742.5,2752.95,2754.35,2756.4,445093,1226852681,38302,227078,51.02
68,DRREDDY,EQ,08-Apr-19,2754.35,2760,2780,2745.5,2761,2763.7,2762.75,307007,848184947.6,26062,122101,39.77
69,DRREDDY,EQ,09-Apr-19,2763.7,2764,2765.95,2736.9,2751.55,2753.3,2748.04,413081,1135162736,29304,234542,56.78
70,DRREDDY,EQ,10-Apr-19,2753.3,2752.15,2835.9,2746.1,2761.05,2765,2789,1077211,3004337677,62976,294919,27.38
71,DRREDDY,EQ,11-Apr-19,2765,2772.65,2815,2757.85,2808,2811.75,2798.87,637345,1783844342,37852,165963,26.04
72,DRREDDY,EQ,12-Apr-19,2811.75,2800,2821,2786.05,2796.25,2807.05,2807.51,606222,1701971540,42272,262940,43.37
73,DRREDDY,EQ,15-Apr-19,2807.05,2821.6,2829.8,2781,2790.15,2792.8,2796.19,556519,1556132686,29474,230655,41.45
74,DRREDDY,EQ,16-Apr-19,2792.8,2831,2840,2807,2823.6,2825.1,2824.13,771487,2178776505,40270,339041,43.95
75,DRREDDY,EQ,18-Apr-19,2825.1,2827.95,2827.95,2791.35,2802.5,2799.1,2804.4,433608,1216009491,58667,202598,46.72
76,DRREDDY,EQ,22-Apr-19,2799.1,2810,2819.95,2775,2797.95,2795.7,2797.7,347230,971444262.4,18450,87152,25.1
77,DRREDDY,EQ,23-Apr-19,2795.7,2800.5,2832.65,2800.5,2822.3,2822.15,2822.51,475888,1343200576,27902,154138,32.39
78,DRREDDY,EQ,24-Apr-19,2822.15,2835,2875,2813.1,2853.7,2859.4,2841.85,748185,2126230231,53828,368626,49.27
79,DRREDDY,EQ,25-Apr-19,2859.4,2851.65,2940,2839.45,2936.7,2924.9,2907.99,1087724,3163089129,54646,421277,38.73
80,DRREDDY,EQ,26-Apr-19,2924.9,2934,2953.5,2875.55,2895.15,2892.25,2910.96,925723,2694744694,38640,270595,29.23
81,DRREDDY,EQ,30-Apr-19,2892.25,2903.95,2950,2895.3,2933.8,2933.75,2930.99,601275,1762332376,60244,242428,40.32
82,DRREDDY,EQ,02-May-19,2933.75,2925,2964,2905,2906.65,2919.9,2938.67,588092,1728205885,41762,236840,40.27
83,DRREDDY,EQ,03-May-19,2919.9,2910.1,2932.75,2890.7,2906.1,2907.45,2909.97,364533,1060779582,23615,87264,23.94
84,DRREDDY,EQ,06-May-19,2907.45,2896.95,2929.95,2888,2916.5,2920.6,2914.05,411016,1197722960,20237,161512,39.3
85,DRREDDY,EQ,07-May-19,2920.6,2936,2952,2925.25,2942.5,2942.45,2941.98,458140,1347836995,32395,181191,39.55
86,DRREDDY,EQ,08-May-19,2942.45,2943,2947.8,2882.6,2897.15,2900.5,2905.23,450398,1308511622,33704,176395,39.16
87,DRREDDY,EQ,09-May-19,2900.5,2882.25,2909.3,2838.6,2908.4,2900.6,2868.41,731120,2097150262,40021,252493,34.54
88,DRREDDY,EQ,10-May-19,2900.6,2908,2917.2,2866.35,2873,2876.4,2883.47,339092,977760484.5,27127,127133,37.49
89,DRREDDY,EQ,13-May-19,2876.4,2850.05,2859.95,2777.65,2801.15,2802.75,2828.01,659200,1864223577,30574,195150,29.6
90,DRREDDY,EQ,14-May-19,2802.75,2785.8,2827,2760.05,2812,2807.6,2798.21,484950,1356994306,27142,209705,43.24
91,DRREDDY,EQ,15-May-19,2807.6,2811,2853.85,2792,2812.1,2813.55,2826.31,478805,1353252522,38179,154743,32.32
92,DRREDDY,EQ,16-May-19,2813.55,2813.15,2826.35,2760.2,2810,2801,2795.57,385300,1077134249,32877,95282,24.73
93,DRREDDY,EQ,17-May-19,2801,2791,2810,2667.45,2724.75,2745,2755.78,1160721,3198687549,66208,108850,9.38
94,DRREDDY,EQ,20-May-19,2745,2778,2779,2542.55,2594,2589.4,2595.53,2659265,6902189651,130910,883687,33.23
95,DRREDDY,EQ,21-May-19,2589.4,2594,2699.95,2594,2665,2667,2673.19,2008336,5368657941,104334,817009,40.68
96,DRREDDY,EQ,22-May-19,2667,2664.9,2679.9,2621.85,2670,2657.75,2655.71,765196,2032136222,47900,173322,22.65
97,DRREDDY,EQ,23-May-19,2657.75,2680,2699.9,2626.4,2630,2637.3,2658.25,546632,1453081853,43628,158292,28.96
98,DRREDDY,EQ,24-May-19,2637.3,2650,2673.95,2626.2,2662,2663.9,2654.56,471150,1250694106,30920,125284,26.59
99,DRREDDY,EQ,27-May-19,2663.9,2664,2669,2632.45,2658.15,2658,2651.94,340656,903400693.9,19527,85194,25.01
100,DRREDDY,EQ,28-May-19,2658,2665,2684,2626.4,2651.7,2651.95,2653.94,1252297,3323526488,68649,727773,58.12
101,DRREDDY,EQ,29-May-19,2651.95,2650,2650,2592.45,2607.5,2610.75,2613.39,774498,2024068005,36470,284067,36.68
102,DRREDDY,EQ,30-May-19,2610.75,2613,2659.9,2593.35,2650.05,2652.4,2637.06,727619,1918775476,45438,250734,34.46
103,DRREDDY,EQ,31-May-19,2652.4,2659.5,2688,2626.4,2671,2678.35,2668.43,939491,2506964866,47430,451114,48.02
104,DRREDDY,EQ,03-Jun-19,2678.35,2679.8,2739,2652.4,2723.4,2724.1,2705.18,558848,1511783028,23368,169432,30.32
105,DRREDDY,EQ,04-Jun-19,2724.1,2750,2798.45,2400,2657.95,2665.35,2689.01,2438393,6556854243,123406,277780,11.39
106,DRREDDY,EQ,06-Jun-19,2665.35,2701.55,2709.9,2644,2655.9,2657.3,2668.85,608496,1623984363,32651,133817,21.99
107,DRREDDY,EQ,07-Jun-19,2657.3,2650,2656.15,2555.25,2580,2580.7,2588.87,782434,2025621748,52539,151141,19.32
108,DRREDDY,EQ,10-Jun-19,2580.7,2608.1,2637.8,2569.65,2631,2629.25,2604.32,622985,1622454242,33414,108683,17.45
109,DRREDDY,EQ,11-Jun-19,2629.25,2635.95,2635.95,2593.5,2611,2605.85,2608.12,521153,1359227026,42036,184644,35.43
110,DRREDDY,EQ,12-Jun-19,2605.85,2612,2628.8,2572.5,2591,2589.7,2596.55,528873,1373245403,33739,206163,38.98
111,DRREDDY,EQ,13-Jun-19,2589.7,2591,2602.6,2557.4,2589.05,2588.25,2578,368693,950490686.1,35011,139156,37.74
112,DRREDDY,EQ,14-Jun-19,2588.25,2582,2582,2529,2561.6,2565.15,2555.61,689207,1761347727,41149,171061,24.82
113,DRREDDY,EQ,17-Jun-19,2565.15,2567,2580.45,2538.6,2555.15,2554.15,2553.65,526924,1345578277,37428,212505,39.37
114,DRREDDY,EQ,18-Jun-19,2554.15,2555,2600,2542.05,2584.05,2591.25,2577.61,665057,1714258933,27132,191295,28.24
115,DRREDDY,EQ,19-Jun-19,2591.25,2584,2590.85,2537.5,2549,2550.85,2568.33,845595,2171770225,31908,490286,57.98
116,DRREDDY,EQ,20-Jun-19,2550.85,2550,2577.25,2518,2568.95,2564.8,2546.45,568148,1446761149,41379,224090,39.44
117,DRREDDY,EQ,21-Jun-19,2564.8,2560,2575,2523.55,2550.15,2551.55,2545.14,579138,1473986258,37323,268950,46.44
118,DRREDDY,EQ,24-Jun-19,2551.55,2524,2532,2504.65,2506.1,2513.4,2518.22,452261,1138894888,33056,128616,28.44
119,DRREDDY,EQ,25-Jun-19,2513.4,2502.1,2552.45,2488.05,2538,2536.05,2534.51,437218,1108134395,30439,88258,20.19
120,DRREDDY,EQ,26-Jun-19,2536.05,2534.95,2587.45,2512.7,2580,2578.95,2566.05,501267,1286276705,27608,105893,21.13
121,DRREDDY,EQ,27-Jun-19,2578.95,2578.9,2578.9,2543.9,2570,2565.6,2561.68,465861,1193388730,31929,147549,31.67
122,DRREDDY,EQ,28-Jun-19,2565.6,2590,2615,2536.8,2559.3,2550.45,2582.35,859777,2220247978,49777,226765,26.37
123,DRREDDY,EQ,01-Jul-19,2550.45,2567.1,2675,2567.1,2653.95,2654.85,2631.71,1118522,2943628174,54451,195032,17.44
124,DRREDDY,EQ,02-Jul-19,2654.85,2657,2661.95,2615.6,2628,2627.65,2634.71,666682,1756516499,37080,176267,26.44
125,DRREDDY,EQ,03-Jul-19,2627.65,2636.95,2636.95,2580,2592.8,2596.7,2593.92,626598,1625347224,34578,186463,29.76
126,DRREDDY,EQ,04-Jul-19,2596.7,2601.1,2620,2593.05,2601,2602.4,2608.1,368100,960040499,17439,33951,9.22
127,DRREDDY,EQ,05-Jul-19,2602.4,2610,2619.5,2593.55,2598,2600.95,2605.88,491715,1281352508,16424,250381,50.92
128,DRREDDY,EQ,08-Jul-19,2600.95,2585.1,2620,2559,2590,2595.7,2591.93,470575,1219698806,18267,140108,29.77
129,DRREDDY,EQ,09-Jul-19,2595.7,2592,2625,2571.3,2594.25,2598.85,2602.15,408296,1062447427,24435,65627,16.07
130,DRREDDY,EQ,10-Jul-19,2598.85,2594,2602.9,2572.4,2585.5,2584.65,2585.39,311159,804466815.9,21785,99821,32.08
131,DRREDDY,EQ,11-Jul-19,2584.65,2586,2662,2585.15,2647,2653.05,2643.76,780105,2062413455,35656,281815,36.13
132,DRREDDY,EQ,12-Jul-19,2653.05,2648,2660.25,2585.15,2630,2628.6,2626.44,661837,1738273599,37292,166830,25.21
133,DRREDDY,EQ,15-Jul-19,2628.6,2630.05,2670.65,2612.2,2625,2627.6,2633.94,499554,1315795739,35763,166113,33.25
134,DRREDDY,EQ,16-Jul-19,2627.6,2622.65,2684,2603.2,2674.9,2676.5,2654.86,592319,1572522913,35706,247236,41.74
135,DRREDDY,EQ,17-Jul-19,2676.5,2665.6,2687.9,2642.45,2666,2666.3,2664.54,473536,1261757040,23857,182364,38.51
136,DRREDDY,EQ,18-Jul-19,2666.3,2665.25,2679.85,2630,2647,2655.55,2652.44,434455,1152365607,31369,156263,35.97
137,DRREDDY,EQ,19-Jul-19,2655.55,2659.95,2680,2604.05,2622,2613.15,2632.31,468248,1232571690,35995,221296,47.26
138,DRREDDY,EQ,22-Jul-19,2613.15,2619,2642,2600.2,2629.1,2632.5,2625.5,349052,916435050.1,26193,131241,37.6
139,DRREDDY,EQ,23-Jul-19,2632.5,2640,2644.65,2580.45,2598,2599.35,2602.39,480116,1249449318,36748,166071,34.59
140,DRREDDY,EQ,24-Jul-19,2599.35,2595,2611,2555,2605.95,2599.05,2579.14,453664,1170064256,27312,190863,42.07
141,DRREDDY,EQ,25-Jul-19,2599.05,2619.8,2666,2607.25,2657.55,2654.1,2645.55,516388,1366128055,39372,160039,30.99
142,DRREDDY,EQ,26-Jul-19,2654.1,2640.05,2714,2621.7,2705,2704.95,2673.65,537619,1437406668,36927,111085,20.66
143,DRREDDY,EQ,29-Jul-19,2704.95,2709.9,2726.8,2621.3,2648,2653.95,2664.32,919633,2450195551,52652,181037,19.69
144,DRREDDY,EQ,30-Jul-19,2653.95,2648,2693.5,2549.1,2558,2560,2626.85,2197242,5771831500,99444,281312,12.8
145,DRREDDY,EQ,31-Jul-19,2560,2535,2590,2533,2568.3,2574.6,2567.21,834690,2142824518,44110,300517,36
146,DRREDDY,EQ,01-Aug-19,2574.6,2573,2573,2500.05,2532,2533.75,2530.5,976249,2470396592,48943,359111,36.78
147,DRREDDY,EQ,02-Aug-19,2533.75,2533.8,2550,2496.25,2535,2529.2,2521.45,593989,1497715372,35145,202566,34.1
148,DRREDDY,EQ,05-Aug-19,2529.2,2523,2537.95,2500.7,2505.5,2514.7,2516.99,337575,849672532.9,21788,55602,16.47
149,DRREDDY,EQ,06-Aug-19,2514.7,2509.85,2584.9,2501,2551,2556.2,2562.71,603217,1545867982,53606,225977,37.46
150,DRREDDY,EQ,07-Aug-19,2556.2,2550,2588.85,2540.95,2560,2556.8,2564.76,316279,811181104.9,26781,94939,30.02
151,DRREDDY,EQ,08-Aug-19,2556.8,2570,2587.95,2550.05,2576.8,2571.95,2571.44,255261,656387682.9,20480,62647,24.54
152,DRREDDY,EQ,09-Aug-19,2571.95,2576.75,2589.7,2560.1,2566,2573.45,2576.98,373925,963598223.3,22088,116942,31.27
153,DRREDDY,EQ,13-Aug-19,2573.45,2578,2599.5,2541,2553,2556.35,2570.59,374844,963569814,25661,110082,29.37
154,DRREDDY,EQ,14-Aug-19,2556.35,2525.05,2537.8,2351.2,2512.5,2511.95,2459.12,1609457,3957841909,78696,407386,25.31
155,DRREDDY,EQ,16-Aug-19,2511.95,2529,2529,2465,2491.1,2492.55,2483.23,797845,1981231647,51627,267291,33.5
156,DRREDDY,EQ,19-Aug-19,2492.55,2540,2568.95,2495,2513.5,2509.1,2536.15,711303,1803967810,37090,156112,21.95
157,DRREDDY,EQ,20-Aug-19,2509.1,2524.75,2564.45,2515.5,2553,2554.6,2542.62,609510,1549752171,32490,168887,27.71
158,DRREDDY,EQ,21-Aug-19,2554.6,2500,2526.9,2491,2502.5,2503,2508.89,850994,2135046622,40628,142763,16.78
159,DRREDDY,EQ,22-Aug-19,2503,2503,2560,2503,2533.05,2545.4,2543.42,529785,1347467885,35543,141116,26.64
160,DRREDDY,EQ,23-Aug-19,2545.4,2545.1,2560.65,2524,2547,2541.25,2542.17,572710,1455926060,63270,178666,31.2
161,DRREDDY,EQ,26-Aug-19,2541.25,2559.95,2585,2542.05,2570,2567.2,2564.92,435006,1115756590,22683,111344,25.6
162,DRREDDY,EQ,27-Aug-19,2567.2,2575,2584,2532.8,2540.3,2540.7,2556.03,583104,1490433283,55432,293658,50.36
163,DRREDDY,EQ,28-Aug-19,2540.7,2557.5,2569,2503.45,2512,2512.1,2526.38,423228,1069236427,27352,118396,27.97
164,DRREDDY,EQ,29-Aug-19,2512.1,2515,2535,2493.95,2527.85,2527.8,2517.88,504970,1271452580,33058,129818,25.71
165,DRREDDY,EQ,30-Aug-19,2527.8,2530.2,2568,2513,2558.15,2557.5,2536.6,575277,1459249652,47962,232036,40.33
166,DRREDDY,EQ,03-Sep-19,2557.5,2558.35,2567,2522.8,2526.15,2532.8,2549.22,385453,982605815.3,22281,131989,34.24
167,DRREDDY,EQ,04-Sep-19,2532.8,2539.9,2611.55,2532.9,2600.2,2602.7,2580.03,819257,2113710098,50312,222111,27.11
168,DRREDDY,EQ,05-Sep-19,2602.7,2636.75,2694.8,2636.75,2684.95,2682.45,2665.68,897710,2393009896,46832,254832,28.39
169,DRREDDY,EQ,06-Sep-19,2682.45,2684.1,2746.95,2675.05,2730.65,2739.95,2719.08,791834,2153056075,47686,277191,35.01
170,DRREDDY,EQ,09-Sep-19,2739.95,2729.1,2764.65,2729.1,2750,2749.2,2747.62,639935,1758300467,32425,198629,31.04
171,DRREDDY,EQ,11-Sep-19,2749.2,2752,2778.4,2741,2766,2761,2759.44,634349,1750451134,49667,281952,44.45
172,DRREDDY,EQ,12-Sep-19,2761,2766,2788,2747.1,2765.65,2767.05,2766.98,469462,1298990564,25990,128002,27.27
173,DRREDDY,EQ,13-Sep-19,2767.05,2781.65,2794.95,2692.75,2728.65,2731.55,2729.31,1189800,3247331856,80371,332686,27.96
174,DRREDDY,EQ,16-Sep-19,2731.55,2731,2762.6,2703.1,2722,2725.3,2728.59,818425,2233150225,37646,309654,37.84
175,DRREDDY,EQ,17-Sep-19,2725.3,2735,2762.4,2730.6,2739.9,2738.05,2743.3,468543,1285352744,37689,142051,30.32
176,DRREDDY,EQ,18-Sep-19,2738.05,2739.8,2761.95,2715.15,2737,2743.65,2742.9,364302,999245074.5,23246,81595,22.4
177,DRREDDY,EQ,19-Sep-19,2743.65,2740.1,2748.2,2708.65,2722.2,2732.55,2724.42,463919,1263908527,26247,192245,41.44
178,DRREDDY,EQ,20-Sep-19,2732.55,2738,2862,2711.05,2840.05,2837.8,2791.31,766105,2138436666,45646,286325,37.37
179,DRREDDY,EQ,23-Sep-19,2837.8,2840,2840,2701,2725.8,2767.25,2741.74,929038,2547177367,68724,381232,41.04
180,DRREDDY,EQ,24-Sep-19,2767.25,2766.7,2845,2715,2782.7,2785.25,2801.69,679650,1904165288,45457,235272,34.62
181,DRREDDY,EQ,25-Sep-19,2785.25,2750.15,2784,2750.15,2784,2773.35,2766.29,491430,1359438363,24345,262737,53.46
182,DRREDDY,EQ,26-Sep-19,2773.35,2790,2795.9,2742.95,2770,2774.85,2772.54,504812,1399609261,32749,208940,41.39
183,DRREDDY,EQ,27-Sep-19,2774.85,2782,2786,2720.5,2732.6,2730.8,2759.06,468966,1293903529,28921,181100,38.62
184,DRREDDY,EQ,30-Sep-19,2730.8,2734,2742.55,2690.4,2700.15,2702.25,2704.59,549806,1487000536,29674,348694,63.42
